resume_id,address,career_objective,skills,educational_institution_name,degree_names,passing_years,educational_results,result_types,major_field_of_studies,professional_company_names,company_urls,start_dates,end_dates,related_skils_in_job,positions,locations,extra_curricular_activity_types,extra_curricular_organization_names,extra_curricular_organization_links,role_positions,languages,proficiency_levels,certification_providers,certification_skills,online_links,issue_dates,expiry_dates,resume_text
277,,"Software developer with a niche towards end to end machine learning projects. Motivated towards learning, solving and producing better results.","['Data Manipulation', 'Data Mining', 'Python', 'SQL', 'R Programming', 'PowerBI', 'Tableau', 'Machine Learning', 'PySpark', 'Azure Databricks', 'AWS']","['Baburao Patil College and University, Aurangabad']",['B.Tech'],['2019'],['N/A'],['N/A'],['Instrumentation'],"['KLN Solutions', 'JB Management']","['N/A', 'N/A']","['July 2019', 'January 2019']","['TILL DATE', 'June 2019']","[['Data Manipulation', 'Azure Databricks'], ['Python']]","['Junior Data Evangelist', 'Software Developer Intern']","['N/A', 'N/A']",['Awards'],['Introduction to Data Ontology'],['N/A'],['Participant'],,,,,,,,"nan Software developer with a niche towards end to end machine learning projects. Motivated towards learning, solving and producing better results. ['Data Manipulation', 'Data Mining', 'Python', 'SQL', 'R Programming', 'PowerBI', 'Tableau', 'Machine Learning', 'PySpark', 'Azure Databricks', 'AWS'] ['Baburao Patil College and University, Aurangabad'] ['B.Tech'] ['2019'] ['N/A'] ['N/A'] ['Instrumentation'] ['KLN Solutions', 'JB Management'] ['N/A', 'N/A'] ['July 2019', 'January 2019'] ['TILL DATE', 'June 2019'] [['Data Manipulation', 'Azure Databricks'], ['Python']] ['Junior Data Evangelist', 'Software Developer Intern'] ['N/A', 'N/A'] ['Awards'] ['Introduction to Data Ontology'] ['N/A'] ['Participant'] nan nan nan nan nan nan nan"
278,"Hoboken, NJ",Innovative and enthusiastic computer science educator with a passion for critical thinking/problem-solving and sharing a love for technology and science. Looking for a career role at the Green Meadow Waldorf School that will make a difference for students in the STEM areas and instill in them the confidence and abilities to succeed and thrive.,"['JavaScript (Angular)', 'HTML/CSS', 'Python (Django)', 'SQL (MySQL, PostgreSQL)', 'Git', 'Ruby on Rails']",['New York University'],['Bachelor of Science'],['2021'],['3.78'],['GPA'],['Computer Science'],['Pearson'],[None],['2020'],['current'],[None],['Computer Science Tutor'],"['Trenton, NJ']",,,,,,,['AWS'],[None],[None],[None],[None],"Hoboken, NJ Innovative and enthusiastic computer science educator with a passion for critical thinking/problem-solving and sharing a love for technology and science. Looking for a career role at the Green Meadow Waldorf School that will make a difference for students in the STEM areas and instill in them the confidence and abilities to succeed and thrive. ['JavaScript (Angular)', 'HTML/CSS', 'Python (Django)', 'SQL (MySQL, PostgreSQL)', 'Git', 'Ruby on Rails'] ['New York University'] ['Bachelor of Science'] ['2021'] ['3.78'] ['GPA'] ['Computer Science'] ['Pearson'] [None] ['2020'] ['current'] [None] ['Computer Science Tutor'] ['Trenton, NJ'] nan nan nan nan nan nan ['AWS'] [None] [None] [None] [None]"
279,,I seek to join a dynamic firm where my attention to detail and creative professional services can be valuable.,"['Microsoft Office Suite', 'Dynamic AX', 'Access', 'Excel', 'PowerPoint', 'Word', 'Microsoft Teams', 'Oracle', 'PeopleSoft', 'Sales Force', 'SAP', 'Jira', 'SharePoint', 'Gantt Chart Scheduler', 'strong written and verbal communication skills', 'project management lifecycle', 'Streamline', 'ad', 'advertisements', 'advertising', 'ad copy', 'agile', 'automation', 'billing', 'budgets', 'cable', 'hardware', 'client', 'clients', 'database', 'engineering projects', 'financial', 'focus', 'inventory', 'leadership', 'managing', 'market trends', 'processes', 'project management', 'proposals', 'real time', 'reporting', 'Sales', 'scheduling', 'verbal communication skills', 'workbench', 'written communication skills']",['Oakland University'],['Bachelor of Arts'],['05/2015'],['N/A'],['N/A'],['Communication'],"['Company Name', 'Company Name', 'Company Name']","['N/A', 'N/A', 'N/A']","['05/2015', '07/2017', '02/2010']","['07/2017', '03/2017', '05/2015']","[['project management', 'client relationship', 'sales processes', 'data automation', 'agile methodology', 'Microsoft AX 365'], ['project management', 'client relationship', 'sales processes', 'data automation', 'agile methodology', 'Microsoft AX 365'], ['advertising', 'client relations', 'inventory management', 'technical procedures', 'problem-solving']]","['Engineering Project Manager', 'Sr. Project Manager', 'Sr. Traffic Coordinator Ad Manager']","['City, State', 'City, State', 'City, State']",,,,,,,,,,,,"nan I seek to join a dynamic firm where my attention to detail and creative professional services can be valuable. ['Microsoft Office Suite', 'Dynamic AX', 'Access', 'Excel', 'PowerPoint', 'Word', 'Microsoft Teams', 'Oracle', 'PeopleSoft', 'Sales Force', 'SAP', 'Jira', 'SharePoint', 'Gantt Chart Scheduler', 'strong written and verbal communication skills', 'project management lifecycle', 'Streamline', 'ad', 'advertisements', 'advertising', 'ad copy', 'agile', 'automation', 'billing', 'budgets', 'cable', 'hardware', 'client', 'clients', 'database', 'engineering projects', 'financial', 'focus', 'inventory', 'leadership', 'managing', 'market trends', 'processes', 'project management', 'proposals', 'real time', 'reporting', 'Sales', 'scheduling', 'verbal communication skills', 'workbench', 'written communication skills'] ['Oakland University'] ['Bachelor of Arts'] ['05/2015'] ['N/A'] ['N/A'] ['Communication'] ['Company Name', 'Company Name', 'Company Name'] ['N/A', 'N/A', 'N/A'] ['05/2015', '07/2017', '02/2010'] ['07/2017', '03/2017', '05/2015'] [['project management', 'client relationship', 'sales processes', 'data automation', 'agile methodology', 'Microsoft AX 365'], ['project management', 'client relationship', 'sales processes', 'data automation', 'agile methodology', 'Microsoft AX 365'], ['advertising', 'client relations', 'inventory management', 'technical procedures', 'problem-solving']] ['Engineering Project Manager', 'Sr. Project Manager', 'Sr. Traffic Coordinator Ad Manager'] ['City, State', 'City, State', 'City, State'] nan nan nan nan nan nan nan nan nan nan nan"
280,,"Financial and Accounting professional with expertise in financial analysis, audit, compliance, financial accounting, forecasting, budgeting, and procurement in the healthcare industry. Strong working knowledge of GAAP, FASB, SOX, and ASC 606 procedures. Exceptional analytical ability and problem-solving skills, analysis and solutions of complex problems in conjunction with managing financial outputs, managing teams to achieve defined outcomes with over 15 years' experience in a variety of organizational roles. Advanced knowledge of Microsoft toolsets. Results oriented with proven track record of quick learning ability, increased responsibilities and rapid advancement.","['Power User of Microsoft Excel Epicor NetSuite QuickBooks Hyperion Great Plains Sage Intacct', 'Accounting', 'Accountant', 'Ad', 'auditing', 'Trial Balance', 'Balance Sheet', 'monthly bank reconciliations', 'banking', 'benefits', 'bookkeeping', 'budgets', 'budget', 'bi', 'C', 'Community Health', 'compliance audits', 'contract management', 'contracts', 'CPA', 'credit', 'CRM', 'client', 'clients', 'database', 'Database management', 'finance', 'financial', 'financial audits', 'Financial planning and analysis', 'financial statement preparation', 'financial statements', 'Prepare financial statements', 'funds', 'general ledger', 'GL', 'Great Plains', 'home health', 'hospice', 'human resource', 'Hyperion', 'insurance', 'inventory', 'leadership', 'Microsoft Excel', 'Excel', 'payroll', 'Process payroll', 'procurement', 'proposal', 'QuickBooks', 'Relational database', 'reporting', 'revenue recognition', 'Sage', 'sales', 'tax', 'taxes', 'tax returns', 'therapy', 'validation']",['Valdosta State University'],['Bachelor of Business Administration'],['12/2014'],['3.7'],['GPA'],['Accounting'],"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['01/2019', '06/2017', '08/2016', '03/2015', '04/2011', '02/2001']","['Current', '01/2019', '05/2017', '07/2016', '05/2014', '06/2011']","[['Accounting', 'Auditing', 'QuickBooks', 'Revenue recognition'], ['Financial analysis', 'Financial planning'], ['Financial planning', 'Revenue recognition'], ['Database management', 'Financial analysis'], ['General ledger', 'Audit'], ['Financial management', 'Human resource management']]","['Senior Accountant', 'Senior Accountant/Financial Analyst', 'Revenue Cycle Analyst', 'Financial Analyst', 'Financial Analyst', 'Managing Partner/Controller']","['City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State']",,,,,,,,,,,,"nan Financial and Accounting professional with expertise in financial analysis, audit, compliance, financial accounting, forecasting, budgeting, and procurement in the healthcare industry. Strong working knowledge of GAAP, FASB, SOX, and ASC 606 procedures. Exceptional analytical ability and problem-solving skills, analysis and solutions of complex problems in conjunction with managing financial outputs, managing teams to achieve defined outcomes with over 15 years' experience in a variety of organizational roles. Advanced knowledge of Microsoft toolsets. Results oriented with proven track record of quick learning ability, increased responsibilities and rapid advancement. ['Power User of Microsoft Excel Epicor NetSuite QuickBooks Hyperion Great Plains Sage Intacct', 'Accounting', 'Accountant', 'Ad', 'auditing', 'Trial Balance', 'Balance Sheet', 'monthly bank reconciliations', 'banking', 'benefits', 'bookkeeping', 'budgets', 'budget', 'bi', 'C', 'Community Health', 'compliance audits', 'contract management', 'contracts', 'CPA', 'credit', 'CRM', 'client', 'clients', 'database', 'Database management', 'finance', 'financial', 'financial audits', 'Financial planning and analysis', 'financial statement preparation', 'financial statements', 'Prepare financial statements', 'funds', 'general ledger', 'GL', 'Great Plains', 'home health', 'hospice', 'human resource', 'Hyperion', 'insurance', 'inventory', 'leadership', 'Microsoft Excel', 'Excel', 'payroll', 'Process payroll', 'procurement', 'proposal', 'QuickBooks', 'Relational database', 'reporting', 'revenue recognition', 'Sage', 'sales', 'tax', 'taxes', 'tax returns', 'therapy', 'validation'] ['Valdosta State University'] ['Bachelor of Business Administration'] ['12/2014'] ['3.7'] ['GPA'] ['Accounting'] ['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name'] ['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A'] ['01/2019', '06/2017', '08/2016', '03/2015', '04/2011', '02/2001'] ['Current', '01/2019', '05/2017', '07/2016', '05/2014', '06/2011'] [['Accounting', 'Auditing', 'QuickBooks', 'Revenue recognition'], ['Financial analysis', 'Financial planning'], ['Financial planning', 'Revenue recognition'], ['Database management', 'Financial analysis'], ['General ledger', 'Audit'], ['Financial management', 'Human resource management']] ['Senior Accountant', 'Senior Accountant/Financial Analyst', 'Revenue Cycle Analyst', 'Financial Analyst', 'Financial Analyst', 'Managing Partner/Controller'] ['City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State'] nan nan nan nan nan nan nan nan nan nan nan"
281,"Department of Computer Science, University of British Columbia, 2366 Main Mall, Vancouver, BC, V6T 1Z4, Canada",,[],"['University of British Columbia', 'Darmstadt University of Technology', 'Darmstadt University of Technology', 'Darmstadt University of Technology']","['PhD in Computer Science', 'Hauptdiplom (equivalent to MSc) in Computer Science', 'Vordiplom (comparable to BSc) in Commercial Information Technology', 'Vordiplom (comparable to BSc) in Computer Science']","['2009', '2004', '2001', '2000']","['N/A', 'Ranking: 1st of 82 students', 'Ranking: 2nd of 100 students', 'Ranking: 2nd of 296 students']","['N/A', 'N/A', 'N/A', 'N/A']","['Computer Science', 'Computer Science', 'Information Technology', 'Computer Science']","['University of British Columbia', 'University of British Columbia', 'Microsoft Research Cambridge, UK', 'NASA Ames Research Center, Mountain View, CA, USA', 'NASA Ames Research Center, Mountain View, CA, USA']","['N/A', 'N/A', 'N/A', 'N/A', 'N/A']","['Since September 2009', '2004', 'June 2005', 'July 2003', 'June 2002']","['N/A', '2009', 'August 2005', 'September 2003', 'August 2002']","[None, None, None, None, None]","['Postdoctoral Research Fellow', 'Research Assistant', 'Summer Research Intern', 'Summer Research Intern', 'Summer Research Intern']","['Vancouver, BC, Canada', 'Vancouver, BC, Canada', 'Cambridge, UK', 'Mountain View, CA, USA', 'Mountain View, CA, USA']",,,,,,,,,,,,"Department of Computer Science, University of British Columbia, 2366 Main Mall, Vancouver, BC, V6T 1Z4, Canada nan [] ['University of British Columbia', 'Darmstadt University of Technology', 'Darmstadt University of Technology', 'Darmstadt University of Technology'] ['PhD in Computer Science', 'Hauptdiplom (equivalent to MSc) in Computer Science', 'Vordiplom (comparable to BSc) in Commercial Information Technology', 'Vordiplom (comparable to BSc) in Computer Science'] ['2009', '2004', '2001', '2000'] ['N/A', 'Ranking: 1st of 82 students', 'Ranking: 2nd of 100 students', 'Ranking: 2nd of 296 students'] ['N/A', 'N/A', 'N/A', 'N/A'] ['Computer Science', 'Computer Science', 'Information Technology', 'Computer Science'] ['University of British Columbia', 'University of British Columbia', 'Microsoft Research Cambridge, UK', 'NASA Ames Research Center, Mountain View, CA, USA', 'NASA Ames Research Center, Mountain View, CA, USA'] ['N/A', 'N/A', 'N/A', 'N/A', 'N/A'] ['Since September 2009', '2004', 'June 2005', 'July 2003', 'June 2002'] ['N/A', '2009', 'August 2005', 'September 2003', 'August 2002'] [None, None, None, None, None] ['Postdoctoral Research Fellow', 'Research Assistant', 'Summer Research Intern', 'Summer Research Intern', 'Summer Research Intern'] ['Vancouver, BC, Canada', 'Vancouver, BC, Canada', 'Cambridge, UK', 'Mountain View, CA, USA', 'Mountain View, CA, USA'] nan nan nan nan nan nan nan nan nan nan nan"
282,,To obtain a position within an organization that utilizes my skill set to continuously add vale and achieve best-in-class results,"['credit', 'customer service', 'data entry', 'dispatching', 'drivers', 'focus', 'forms', 'inventory', 'Excel', 'Outlook', 'Publisher', 'Word', 'quick', 'Sales', 'scheduling', 'supervising', 'phone', 'time management', 'transportation', 'websites']",['Purdue University'],['Bachelor of Science'],['2006'],[None],[None],['Sociology Business Management'],"['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name']","[None, None, None, None, None]","['Dec 2016', 'Jun 2014', 'Mar 2010', 'Sep 2007', 'Mar 2006']","['Current', 'Dec 2016', 'Dec 2010', 'Jan 2010', 'Oct 2009']","[None, None, None, None, None]","['Engineering Technologist', 'Sr Administrative Assistant/Technologist', 'Assistant Office Manager', 'Dispatch Assistant', 'Bartender']","['City, State', 'City, State', 'City, State', 'City, State', 'City, State']","['Volunteering', 'Volunteering']","['Simiyu House organization', 'Peruvian Hearts program']","[None, None]","[None, None]",,,,,,,,"nan To obtain a position within an organization that utilizes my skill set to continuously add vale and achieve best-in-class results ['credit', 'customer service', 'data entry', 'dispatching', 'drivers', 'focus', 'forms', 'inventory', 'Excel', 'Outlook', 'Publisher', 'Word', 'quick', 'Sales', 'scheduling', 'supervising', 'phone', 'time management', 'transportation', 'websites'] ['Purdue University'] ['Bachelor of Science'] ['2006'] [None] [None] ['Sociology Business Management'] ['Company Name', 'Company Name', 'Company Name', 'Company Name', 'Company Name'] [None, None, None, None, None] ['Dec 2016', 'Jun 2014', 'Mar 2010', 'Sep 2007', 'Mar 2006'] ['Current', 'Dec 2016', 'Dec 2010', 'Jan 2010', 'Oct 2009'] [None, None, None, None, None] ['Engineering Technologist', 'Sr Administrative Assistant/Technologist', 'Assistant Office Manager', 'Dispatch Assistant', 'Bartender'] ['City, State', 'City, State', 'City, State', 'City, State', 'City, State'] ['Volunteering', 'Volunteering'] ['Simiyu House organization', 'Peruvian Hearts program'] [None, None] [None, None] nan nan nan nan nan nan nan"
283,,"Looking for a job opportunity in which I can interact, learn, and contribute solutions to the problems, which enhances company benefits along with my career.","['Python', 'Anaconda', 'NumPy', 'Pandas', 'Matplotlib', 'Scikit Learn', 'TensorFlow', 'Streamlit', 'Arduino', 'Raspberry Pi']",['VIT-AP University'],['B. Tech'],['2021'],['N/A'],['N/A'],['ECE'],['Experts Hub'],['N/A'],['May 2020'],['N/A'],[None],['Intern'],['N/A'],['N/A'],['N/A'],['N/A'],['Deep Learning Masters Machine Learning'],,,,,,,,"nan Looking for a job opportunity in which I can interact, learn, and contribute solutions to the problems, which enhances company benefits along with my career. ['Python', 'Anaconda', 'NumPy', 'Pandas', 'Matplotlib', 'Scikit Learn', 'TensorFlow', 'Streamlit', 'Arduino', 'Raspberry Pi'] ['VIT-AP University'] ['B. Tech'] ['2021'] ['N/A'] ['N/A'] ['ECE'] ['Experts Hub'] ['N/A'] ['May 2020'] ['N/A'] [None] ['Intern'] ['N/A'] ['N/A'] ['N/A'] ['N/A'] ['Deep Learning Masters Machine Learning'] nan nan nan nan nan nan nan"
284,,"Currently looking for an opportunity in Machine Learning and Deep Learning roles. I have a good depth of knowledge in ML Algorithms, various CNN architectures, and worked on Time series data, Image captioning, NLP tasks. Interested to work with an enthusiastic team on business problems.","['Python', 'MySQL', 'Tensorflow', 'Keras', 'Machine Learning', 'Deep Learning']",['PPC University'],['B.Tech'],['2020'],['N/A'],['N/A'],['Chemical'],['ASM Management'],['N/A'],['Jan 2019'],['Oct 2019'],"[['Machine Learning', 'Image Processing']]",['Intern'],['N/A'],['Course'],['TMLF'],['N/A'],['Participant'],,,,,,,,"nan Currently looking for an opportunity in Machine Learning and Deep Learning roles. I have a good depth of knowledge in ML Algorithms, various CNN architectures, and worked on Time series data, Image captioning, NLP tasks. Interested to work with an enthusiastic team on business problems. ['Python', 'MySQL', 'Tensorflow', 'Keras', 'Machine Learning', 'Deep Learning'] ['PPC University'] ['B.Tech'] ['2020'] ['N/A'] ['N/A'] ['Chemical'] ['ASM Management'] ['N/A'] ['Jan 2019'] ['Oct 2019'] [['Machine Learning', 'Image Processing']] ['Intern'] ['N/A'] ['Course'] ['TMLF'] ['N/A'] ['Participant'] nan nan nan nan nan nan nan"
285,,"Data Science Enthusiast looking roles in Data Analytics, Machine learning, Statistical Modeling, Data Visualization.","['Data Analyst', 'Data Analytics', 'Data Modeling', 'Data Validation', 'R', 'Text Mining', 'Statistical Modeling', 'Python', 'Tableau', 'Forecasting', 'Clustering Analysis', 'Machine Learning', 'Natural Language Processing']","['GIT, Kolkata']",['B.Tech'],['2020'],['N/A'],['N/A'],['CSE'],['Adept Solution'],[None],['Nov 2019'],['Mar 2020'],"[['classification', 'transfer learning']]",['Trainee Internship'],['N/A'],['Internship'],['N/A'],[None],['Machine Learning Internship Certificate'],,,,,,,,"nan Data Science Enthusiast looking roles in Data Analytics, Machine learning, Statistical Modeling, Data Visualization. ['Data Analyst', 'Data Analytics', 'Data Modeling', 'Data Validation', 'R', 'Text Mining', 'Statistical Modeling', 'Python', 'Tableau', 'Forecasting', 'Clustering Analysis', 'Machine Learning', 'Natural Language Processing'] ['GIT, Kolkata'] ['B.Tech'] ['2020'] ['N/A'] ['N/A'] ['CSE'] ['Adept Solution'] [None] ['Nov 2019'] ['Mar 2020'] [['classification', 'transfer learning']] ['Trainee Internship'] ['N/A'] ['Internship'] ['N/A'] [None] ['Machine Learning Internship Certificate'] nan nan nan nan nan nan nan"
286,,,"['Python', 'MySQL', 'Natural Language Processing', 'Machine Learning', 'Neural Networks', 'Flask', 'Docker', 'GIT', 'BERT', 'LSTM', 'RNN', 'Deep Learning', 'AWS', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'Glove', 'Lucene', 'Linux', 'Devops', 'Spacy', 'GPU', 'Data Science']","['SKN, Coimbatore']",['B.Tech'],['2019'],['N/A'],['N/A'],['Telecommunication'],"['BrainStrom', 'IBB Tech Pvt Ltd']","['N/A', 'N/A']","['Dec 2019', 'Jan 2019']","['till date', 'Nov 2019']","[['BERT', 'GPT2', 'GPU', 'Docker', 'Flask Framework'], ['Dashboards', 'Real-time monitoring', 'Sensor Data']]","['Machine Learning Engineer', 'Junior Machine Learning Intern']","['N/A', 'N/A']",,,,,,,,,,,,"nan nan ['Python', 'MySQL', 'Natural Language Processing', 'Machine Learning', 'Neural Networks', 'Flask', 'Docker', 'GIT', 'BERT', 'LSTM', 'RNN', 'Deep Learning', 'AWS', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'Glove', 'Lucene', 'Linux', 'Devops', 'Spacy', 'GPU', 'Data Science'] ['SKN, Coimbatore'] ['B.Tech'] ['2019'] ['N/A'] ['N/A'] ['Telecommunication'] ['BrainStrom', 'IBB Tech Pvt Ltd'] ['N/A', 'N/A'] ['Dec 2019', 'Jan 2019'] ['till date', 'Nov 2019'] [['BERT', 'GPT2', 'GPU', 'Docker', 'Flask Framework'], ['Dashboards', 'Real-time monitoring', 'Sensor Data']] ['Machine Learning Engineer', 'Junior Machine Learning Intern'] ['N/A', 'N/A'] nan nan nan nan nan nan nan nan nan nan nan"
287,,"Looking to utilize hands-on experience of machine learning, deep learning and Artificial Intelligence for data discovery, exploration, prediction and analysis tasks.","['Data Analysis', 'Data Analytics', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Data Exploration', 'Sequential Analysis']",['Goverment College Of Engineering And Ceramic Technology'],['B.Tech'],['2020'],['N/A'],['N/A'],['Computers'],['WTPL'],['N/A'],['Jun 2020'],['till date'],"[['Machine Learning', 'Data Collection']]",['Associate Project Engineer'],['N/A'],,,,,,,,,,,,"nan Looking to utilize hands-on experience of machine learning, deep learning and Artificial Intelligence for data discovery, exploration, prediction and analysis tasks. ['Data Analysis', 'Data Analytics', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Data Exploration', 'Sequential Analysis'] ['Goverment College Of Engineering And Ceramic Technology'] ['B.Tech'] ['2020'] ['N/A'] ['N/A'] ['Computers'] ['WTPL'] ['N/A'] ['Jun 2020'] ['till date'] [['Machine Learning', 'Data Collection']] ['Associate Project Engineer'] ['N/A'] nan nan nan nan nan nan nan nan nan nan nan"
288,,I recently graduated with a B.Tech degree in IT and currently am looking for jobs in sectors related to machine learning. I want to explore and hone my skills. I am committed towards better coding practices.,"['Data Modeling', 'Requirement Gathering', 'Machine Learning', 'Data Science', 'Python', 'C++', 'C', 'Java']",['Symbiosis University'],['B.Tech'],['2020'],['N/A'],['N/A'],['IT'],['N/A'],['N/A'],['N/A'],['N/A'],[[]],['N/A'],['N/A'],['Other Activities'],['Artificial Intelligence and Robotics'],['N/A'],['N/A'],,,,,,,,"nan I recently graduated with a B.Tech degree in IT and currently am looking for jobs in sectors related to machine learning. I want to explore and hone my skills. I am committed towards better coding practices. ['Data Modeling', 'Requirement Gathering', 'Machine Learning', 'Data Science', 'Python', 'C++', 'C', 'Java'] ['Symbiosis University'] ['B.Tech'] ['2020'] ['N/A'] ['N/A'] ['IT'] ['N/A'] ['N/A'] ['N/A'] ['N/A'] [[]] ['N/A'] ['N/A'] ['Other Activities'] ['Artificial Intelligence and Robotics'] ['N/A'] ['N/A'] nan nan nan nan nan nan nan"
289,,,"['Data Science', 'Data Analysis', 'Data Analytics', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Python', 'Jupyter', 'OpenCV']","['Amity University, Noida']",['B.Tech'],['2021'],['N/A'],['N/A'],['Computers'],['NaxApp'],[None],['Apr 2020'],['May 2020'],[None],['Software Development Intern'],['N/A'],"['Intermediate Predictive Analysis in Python', 'Importing and Managing Financial Data in Python']","['N/A', 'N/A']","[None, None]","['N/A', 'N/A']",,,,,,,,"nan nan ['Data Science', 'Data Analysis', 'Data Analytics', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Python', 'Jupyter', 'OpenCV'] ['Amity University, Noida'] ['B.Tech'] ['2021'] ['N/A'] ['N/A'] ['Computers'] ['NaxApp'] [None] ['Apr 2020'] ['May 2020'] [None] ['Software Development Intern'] ['N/A'] ['Intermediate Predictive Analysis in Python', 'Importing and Managing Financial Data in Python'] ['N/A', 'N/A'] [None, None] ['N/A', 'N/A'] nan nan nan nan nan nan nan"
290,,,"['Budget development', 'Exceptional interpersonal communication', 'Effective leader', 'Staff training/development', 'Consistently meet goals', 'Efficient multi-tasker', 'Deadline-oriented', 'BASIC', 'COBOL', 'FORTRAN', 'PASCAL', 'Prolith (Modeling)', 'Power Point', 'Word', 'Excel', 'Lotus Notes', 'Statistical Analysis: JMP', 'DOE (design of experiment)', 'PCS', 'SPC++', 'six sigma', 'data view', 'Crystal ball']","['WORCESTER STATE University', 'CENTRAL NEW ENGLAND COLLEGE']","['B.S', 'B.S']","['1991', '1987']","['3.1', '2.89']","['GPA', 'GPA']","['Management information system', 'Electrical engineering technology']","['Company Name', 'Company Name']","[None, None]","['01/2000', '01/1989']","['Current', '06/2000']","[None, None]","['Engineering Manager', 'Application and Marketing Engineer']","['City , State', 'City , State']",,,,,,,,,,,,"nan nan ['Budget development', 'Exceptional interpersonal communication', 'Effective leader', 'Staff training/development', 'Consistently meet goals', 'Efficient multi-tasker', 'Deadline-oriented', 'BASIC', 'COBOL', 'FORTRAN', 'PASCAL', 'Prolith (Modeling)', 'Power Point', 'Word', 'Excel', 'Lotus Notes', 'Statistical Analysis: JMP', 'DOE (design of experiment)', 'PCS', 'SPC++', 'six sigma', 'data view', 'Crystal ball'] ['WORCESTER STATE University', 'CENTRAL NEW ENGLAND COLLEGE'] ['B.S', 'B.S'] ['1991', '1987'] ['3.1', '2.89'] ['GPA', 'GPA'] ['Management information system', 'Electrical engineering technology'] ['Company Name', 'Company Name'] [None, None] ['01/2000', '01/1989'] ['Current', '06/2000'] [None, None] ['Engineering Manager', 'Application and Marketing Engineer'] ['City , State', 'City , State'] nan nan nan nan nan nan nan nan nan nan nan"
291,,,"['Data Analysis', 'Data Analytics', 'Linear Regression', 'Logistic Regression', 'Predictive Modeling', 'Business Analytics']","['HiiT College, Goa']",['B.Tech'],['2019'],['N/A'],['N/A'],['Electrical and Electronics'],"['iNyra Nursing Home', 'Caribo Hotels & Casinos']","['N/A', 'N/A']","['Jul 2019', 'Dec 2018']","['Oct 2020', 'May 2019']","[['Data Analysis', 'Predictive Modeling'], ['Data Analytics', 'Logistic Regression']]","['Associate Medical Analyst', 'Junior Data Engineer']","['N/A', 'N/A']",,,,,,,,,,,,"nan nan ['Data Analysis', 'Data Analytics', 'Linear Regression', 'Logistic Regression', 'Predictive Modeling', 'Business Analytics'] ['HiiT College, Goa'] ['B.Tech'] ['2019'] ['N/A'] ['N/A'] ['Electrical and Electronics'] ['iNyra Nursing Home', 'Caribo Hotels & Casinos'] ['N/A', 'N/A'] ['Jul 2019', 'Dec 2018'] ['Oct 2020', 'May 2019'] [['Data Analysis', 'Predictive Modeling'], ['Data Analytics', 'Logistic Regression']] ['Associate Medical Analyst', 'Junior Data Engineer'] ['N/A', 'N/A'] nan nan nan nan nan nan nan nan nan nan nan"
292,,I am actively seeking opportunity as Data Analyst or Machine Learning Engineer. My goal is to discover new business strategies and create an impact through data driven analytical decisions and leading the business to success.,"['Python', 'SQL', 'MySQL', 'Tableau', 'Power Bi', 'Pandas', 'Numpy', 'Matplotlib', 'Excel', 'Machine Learning', 'AWS(EMR,EC2,S3)', 'Cloud', 'Hive(HQL)', 'Excel']",['VIT-AP University'],['B. Tech'],['2020'],['N/A'],['N/A'],['ECE'],['Experts Hub'],[None],['May 2019'],['N/A'],[['Object Recognition']],['Intern'],['N/A'],"['Masters Course', 'Course']","['Deep Learning', 'Machine Learning']","[None, None]","['Student', 'Student']",,,,,,,,"nan I am actively seeking opportunity as Data Analyst or Machine Learning Engineer. My goal is to discover new business strategies and create an impact through data driven analytical decisions and leading the business to success. ['Python', 'SQL', 'MySQL', 'Tableau', 'Power Bi', 'Pandas', 'Numpy', 'Matplotlib', 'Excel', 'Machine Learning', 'AWS(EMR,EC2,S3)', 'Cloud', 'Hive(HQL)', 'Excel'] ['VIT-AP University'] ['B. Tech'] ['2020'] ['N/A'] ['N/A'] ['ECE'] ['Experts Hub'] [None] ['May 2019'] ['N/A'] [['Object Recognition']] ['Intern'] ['N/A'] ['Masters Course', 'Course'] ['Deep Learning', 'Machine Learning'] [None, None] ['Student', 'Student'] nan nan nan nan nan nan nan"
